"CAMIS","DBA","BORO","BUILDING","STREET","ZIPCODE","PHONE","CUISINE.DESCRIPTION","N.INSPECTIONS"
40398447,"DUNKIN' DONUTS","BROOKLYN","1309      ","FULTON STREET                                                                                       ",11216,"7186367823","Donuts",14
40398475,"PHOENIX GARDEN","MANHATTAN","242       ","EAST   40 STREET                                  ",10016,"2129836666","Chinese",9
40398531,"TRATTORIA ROMANA","STATEN ISLAND","1476      ","HYLAN BOULEVARD                                                                                     ",10305,"7189803113","Italian",4
40398532,"PAVILLION CATERERS","BROOKLYN","1478","39 STREET",11218,"7188511162","Jewish/Kosher",11
40398549,"PERRY'S RESTAURANT","BROOKLYN","3482      ","NOSTRAND AVENUE                                                                                     ",11229,"7189349800","American ",9
40398554,"SAN MARTIN","MANHATTAN","143","EAST   49 STREET",10017,"2128320888","Italian",9
40398561,"TOM AND JERRY BAR","MANHATTAN","288       ","ELIZABETH STREET                                                                                    ",10012,"2122605045","American ",5
40398571,"STARBUCKS COFFEE","MANHATTAN","1559","SECOND AVENUE",10028,"2124727972","Café/Coffee/Tea",7
40398572,"DINASTIA CHINA","MANHATTAN","145       ","WEST   72 STREET                                                                                    ",10023,"2123623801","Chinese",14
40398578,"DYCKMAN BAR","MANHATTAN","221","DYCKMAN STREET",10034,"6463603018","American ",14
40398586,"JOSEPH'S RISTORANTE","MANHATTAN","3         ","HANOVER SQUARE                                                                                      ",10004,"2127471300","Italian",15
40398588,"WORLD CUP CAFE","MANHATTAN","956","LEXINGTON AVENUE",10021,"2127176888","Café/Coffee/Tea",15
40398600,"BLOCKHEAD'S BURRITOS","MANHATTAN","499","3 AVENUE",10016,"2122133332","Mexican",6
40398642,"LA LECHONERA CRIOLLA","BRONX","1709      ","WEBSTER AVENUE                                                                                      ",10457,"7182940400","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6
40398658,"CAFE 75 BAR","QUEENS","7518      ","ROOSEVELT AVENUE                                                                                    ",11372,"7184299810","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11
40398688,"MASTER WOK","BROOKLYN","5100      ","KINGS PLAZA SHOPPING CT                                                                             ",11234,"7182586943","Chinese",8
40398689,"CAFFEE EXPRESS","QUEENS","25-51","STEINWAY STREET",11103,"7182745980","Café/Coffee/Tea",7
40398690,"DOC HOLIDAYS","MANHATTAN","141       ","AVENUE A                                                                                            ",10009,"2129790312","American ",6
40398700,"FAMOUS PIZZA","QUEENS","7512      ","37 AVENUE                                                                                           ",11372,"7182055000","Pizza",10
40398767,"HANSON RESTAURANT AND PIZZERIA","BROOKLYN","13        ","HANSON PLACE                                                                                        ",11217,"7186380967","American ",10
40398795,"VIXENS","QUEENS","6007","METROPOLITAN AVENUE",11385,"7188217222","American ",9
40398796,"STARBUCKS COFFEE","MANHATTAN","1117","LEXINGTON AVENUE",10075,"2125178476","Café/Coffee/Tea",4
40398811,"RICK'S CABARET","MANHATTAN","50","WEST 33 STREET",10001,"2123720850","American ",4
40398842,"PETER PAN","BROOKLYN","727       ","MANHATTAN AVENUE                                                                                    ",11222,"7183893676","Bakery",10
40398852,"ENZO CAFE","BRONX","2339      ","ARTHUR AVENUE                                                                                       ",10458,"7187334455","Italian",11
40398899,"KNAPP ST PIZZA II","BROOKLYN","261       ","AVENUE X                                                                                            ",11223,"7183760174","Pizza",11
40398904,"CHOY LE CHINESE RESTAURANT","BROOKLYN","425       ","AVENUE U                                                                                            ",11223,"7183765706","Chinese",4
40398910,"JOE'S PIZZA","BRONX","1858","ARCHER STREET",10460,"7189310226","Pizza",14
40398913,"MUMBLES","MANHATTAN","200       ","EAST   17 STREET                                  ",10003,"2124776066","American ",12
40398948,"HENNY'S RESTAURANT","STATEN ISLAND","2187      ","RICHMOND AVENUE                                                                                     ",10314,"7187618379","American ",7
40398958,"LOLITA'S RESTAURANT","BRONX","356       ","EAST  148 STREET                                  ",10455,"7182923942","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",16
40398989,"FRESCO","MANHATTAN","34        ","EAST   52 STREET                                                                                    ",10022,"2129353434","Italian",9
40399007,"CANDLE CAFE","MANHATTAN","1307      ","3 AVENUE                                                                                            ",10021,"2124720970","Vegetarian",6
40399057,"9TH AVE SALOON","MANHATTAN","656","9 AVENUE",10036,"2123071503","American ",5
40399090,"EUROPA CAFE","MANHATTAN","1177","AVENUE OF THE AMERICAS",10036,"2125757272","Café/Coffee/Tea",11
40399095,"SALE & PEPE","MANHATTAN","1         ","EXCHANGE PLAZA                                                                                      ",10006,"2129687700","American ",10
40399099,"STARBUCKS COFFEE","MANHATTAN","1445","1 AVENUE",10021,"2124727784","Café/Coffee/Tea",5
40399120,"MOM'S PIZZA BURGER GYRO","MANHATTAN","15","AVENUE D",10009,"2127773434","American ",14
40399136,"ROCKEFELLER U/ABBY BLDG","MANHATTAN","1252      ","YORK AVENUE                                       ",10065,"2123278890","American ",7
40399165,"MUGS ALE HOUSE BAR","BROOKLYN","125","BEDFORD AVENUE",11211,"7184868232","American ",9
40399174,"GIGINO TRATTORIA","MANHATTAN","323       ","GREENWICH STREET                                                                                    ",10013,"2124311112","Italian",8
40399176,"SONY MUSIC EMPLOYEE CAFETERIA","MANHATTAN","550","MADISON AVENUE",10022,"2128338050","American ",3
40399217,"EL REY MEXICAN RESTAURANT","QUEENS","2521      ","ASTORIA BOULEVARD                                                                                   ",11102,"7185452292","Mexican",9
40399256,"SINGAS FAMOUS PIZZA","QUEENS","8286      ","BROADWAY                                                                                            ",11373,"7186513190","Pizza",6
40399279,"POMODORO RISTORANTE","MANHATTAN","229","COLUMBUS AVENUE",10023,"2127213009","Italian",10
40399285,"BANGKOK GRAND PALACE","MANHATTAN","882","FIRST AVENUE",10022,"2129088834","Thai",7
40399329,"ARTE RESTAURANT","MANHATTAN","21","EAST 9 STREET",10003,"2124730077","Italian",12
40399334,"ACAPPELLA RESTAURANT","MANHATTAN","1","HUDSON STREET",10013,"2122400163","Italian",12
40399340,"COFFEE SHOP","BROOKLYN","150","55 STREET",11220,"7186307145","American ",12
40399356,"O'HANLON'S","QUEENS","118-12    ","QUEENS BOULEVARD                ",11375,"7185209550","American ",5
40399359,"JOHN & TONYS PIZZA","MANHATTAN","1097      ","1 AVENUE                                                                                            ",10065,"2123714965","Pizza",9
40399372,"TURKISH KITCHEN","MANHATTAN","386       ","3 AVENUE                                                                                            ",10016,"2126796633","Turkish",3
40399373,"LA BARCA RESTAURANT","MANHATTAN","3892","BROADWAY",10032,"2129281090","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11
40399422,"PIZZA CHEF","QUEENS","153-81","CROSS ISLAND PARKWAY",11357,"7187461255","Pizza",10
40399472,"OLIVE GARDEN ITALIAN RESTAURANT","MANHATTAN","2","TIMES SQUARE",10036,"2123333254","Italian",9
40399523,"FOLEY'S N.Y. PUB AND RESTAURANT","MANHATTAN","18","WEST   33 STREET",10001,"2122900080","Irish",10
40399534,"IGUANAS","QUEENS","17911     ","UNION TURNPIKE                                                                                      ",11366,"7189695447","Mexican",7
40399560,"SARDIS RESTAURANT","MANHATTAN","234       ","WEST   44 STREET                                                                                    ",10036,"2122218440","American ",7
40399561,"PICK-A-BAGEL","MANHATTAN","297       ","3 AVENUE                                                                                            ",10010,"2126861414","Bagels/Pretzels",7
40399569,"JUDGE ROY BEAN","MANHATTAN","38","WEST 56 STREET",10019,"2122628300","American ",8
40399572,"BUS STOP RESTAURANT","MANHATTAN","3341      ","BROADWAY                                                                                            ",10031,"2126902150","American ",7
40399581,"PIO PIO","QUEENS","62-30","WOODHAVEN BOULEVARD",11374,"7184580606","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9
40399611,"MIKE'S COFFEE SHOP","BROOKLYN","328       ","DEKALB AVENUE                                                                                       ",11205,"7188571462","American ",9
40399613,"FLAGSHIP DINER","QUEENS","13830     ","QUEENS BOULEVARD                                                                                    ",11435,"7185236020","American ",12
40399620,"LA LINEA LOUNGE","MANHATTAN","15        ","FIRST AVENUE                                                                                        ",10003,"2127771571","American ",9
40399652,"GREEN TREES","MANHATTAN","625       ","8 AVENUE                                                                                            ",10018,"2128680772","American ",9
40399672,"BAGELS & CREAM DELI","QUEENS","80-02","SURREY PLACE",11432,"7189692640","Bakery",11
40399729,"GLORY DELI","QUEENS","4630      ","VERNON BOULEVARD                                                                                    ",11101,"7184721113","Delicatessen",14
40399739,"DUNKIN' DONUTS, BASKIN ROBBINS","QUEENS","6103      ","FLUSHING AVENUE                                                                                     ",11378,"7184170918","Donuts",13
40399751,"NOODLE PUDDING","BROOKLYN","38","HENRY STREET",11201,"7186253737","Italian",8
40399770,"MICHAEL'S PASTRY SHOP","BROOKLYN","2923      ","AVENUE R                                                                                            ",11229,"7183769200","Bakery",7
40399778,"MCDONALD'S","BRONX","599","GRAND CONCOURSE",10451,"7184028608","Hamburgers",13
40399784,"UNCLE NICKS","MANHATTAN","747       ","9 AVENUE                                                                                            ",10019,"2122457992","Mediterranean",6
40399787,"STARBUCKS COFFEE","MANHATTAN","1128","3 AVENUE",10065,"2124726535","Café/Coffee/Tea",8
40399810,"INTERNATIONAL RESTAURANT","BROOKLYN","4408","5 AVENUE",11220,"7184382009","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11
40399817,"NOVITA","MANHATTAN","102","EAST 22 STREET",10010,"2126772222","Italian",11
40399834,"HAN GAWI","MANHATTAN","12        ","EAST   32 STREET                                                                                    ",10016,"2122130077","Korean",8
40399852,"HANGAR BAR","MANHATTAN","115","CHRISTOPHER STREET",10014,"2126272044","American ",9
40399867,"DOMINO'S PIZZA","MANHATTAN","181","CHURCH STREET",10007,"2125668888","Pizza",5
40399886,"DUNKIN' DONUTS","QUEENS","6908      ","GRAND AVENUE                                                                                        ",11378,"7187797459","Donuts",9
40399910,"PIECES","MANHATTAN","8","CHRISTOPHER STREET",10014,"2129299291","American ",7
40399911,"LENNY'S PIZZA","BROOKLYN","1969      ","86 STREET                                                                                           ",11214,"7189461292","Pizza",10
40399922,"WHITE CASTLE","MANHATTAN","20922094  ","7TH AVE                                                                                             ",10027,"2126663556","Hamburgers",3
